pair_index,n,z,decisive_tier,success_diff,n_win,n_loss,n_tie,n_succ_pos,n_succ_neg,nb_hat,succ_diff_hat,log_e_win,log_e_gate,log_e_harm,e_win,e_gate,e_harm,win_cross,gate_cross,deploy,harm
270,270,1,0,1,62,191,17,60,50,-0.4777777777777778,0.037037037037037035,-0.8848086951437053,0.358719490230484,30.911489554973436,0.4127931350573046,1.431495196859535,26588224745739.168,False,False,False,True
271,271,-1,1,0,62,192,17,60,50,-0.4797047970479705,0.03690036900369004,-0.8867488810587938,0.36091032045363614,31.311438623716867,0.4119930160716065,1.4346347977115583,39662950206793.664,False,False,False,True
272,272,-1,1,0,62,193,17,60,50,-0.48161764705882354,0.03676470588235294,-0.8886780164245307,0.3631074986516656,31.712515553989583,0.4111989919101626,1.437790411464593,59233925170199.8,False,False,False,True
273,273,-1,1,0,62,194,17,60,50,-0.4835164835164835,0.03663003663003663,-0.8905962504966913,0.36531104309319984,32.114741424087434,0.4104109720383608,1.4409621397726198,88563544220732.11,False,False,False,True
274,274,1,0,1,63,194,17,61,50,-0.4781021897810219,0.040145985401459854,-0.8886924031034527,0.43852258979676995,31.42776662316863,0.411193076164847,1.5504149267686398,44555941286687.734,False,False,False,True
275,275,1,0,1,64,194,17,62,50,-0.4727272727272727,0.04363636363636364,-0.8867780243235384,0.5182611844632867,30.75137198572113,0.41198100942502347,1.67910545520327,22654326967860.04,False,False,False,True
276,276,1,0,1,65,194,17,63,50,-0.4673913043478261,0.04710144927536232,-0.8848529761820925,0.6049921265198885,30.084339071684326,0.4127748565533437,1.8312377906146886,11626860198598.31,False,False,False,True
277,277,-1,1,0,65,195,17,63,50,-0.4693140794223827,0.04693140794223827,-0.8867925892422384,0.607864049909812,30.47799382340768,0.41197500899881323,1.8365045244661584,17235525804960.523,False,False,False,True
278,278,-1,0,-1,65,196,17,63,51,-0.4712230215827338,0.04316546762589928,-0.8887211633908856,0.5099727894693626,30.872624167618163,0.4111812503038445,1.6652458821053022,25574686448635.066,False,False,False,True
279,279,-1,1,0,65,197,17,63,51,-0.4731182795698925,0.043010752688172046,-0.8906388475654206,0.5125651139838214,31.26822951619046,0.41039349010631987,1.6695683400142565,37985647851350.625,False,False,False,True
280,280,-1,0,-1,65,198,17,63,52,-0.475,0.039285714285714285,-0.8925457876229008,0.4246468602848883,31.664812748766707,0.40961164002825134,1.529050355902935,56474636894256.375,False,False,False,True
281,281,-1,1,0,65,199,17,63,52,-0.47686832740213525,0.03914590747330961,-0.8944421264251745,0.4269870068592456,32.06238023343201,0.4088356136184548,1.5326327478816295,84045567122285.9,False,False,False,True
282,282,0,-1,0,65,199,18,63,52,-0.475177304964539,0.03900709219858156,-0.8944421264251745,0.42933377374865733,32.06238023343201,0.4088356136184548,1.536233703316846,84045567122285.9,False,False,False,True
283,283,-1,1,0,65,200,18,63,52,-0.47703180212014135,0.038869257950530034,-0.896328003921067,0.43168717859517036,32.46094182921173,0.4080653262972706,1.5398533407251005,125201033482336.5,False,False,False,True
284,284,1,0,1,66,200,18,64,52,-0.47183098591549294,0.04225352112676056,-0.8944559617323042,0.5096888206609713,31.785277098539375,0.4088299572913034,1.6647730713514126,63704549618548.57,False,False,False,True
285,285,-1,1,0,66,201,18,64,52,-0.47368421052631576,0.042105263157894736,-0.8963416668572957,0.5122612834860365,32.18183844802621,0.4080597509648281,1.6690611512880271,94709786037059.55,False,False,False,True
286,286,-1,1,0,66,202,18,64,52,-0.4755244755244755,0.04195804195804196,-0.8982170511676646,0.5148409381835601,32.57935233452632,0.4072951992484039,1.6733723109883278,140939570232157.5,False,False,False,True
287,287,1,0,1,67,202,18,65,52,-0.47038327526132406,0.04529616724738676,-0.8963553258896373,0.6000370951875689,31.906884106579177,0.40805417730155785,1.8221863934828637,71942197972020.38,False,False,False,True
288,288,-1,1,0,67,203,18,65,52,-0.4722222222222222,0.04513888888888889,-0.8982305413070257,0.6028523916151696,32.30250914108245,0.4072897048164653,1.8273236163363424,106856629541745.23,False,False,False,True
289,289,-1,1,0,67,204,18,65,52,-0.4740484429065744,0.04498269896193772,-0.9000955734630351,0.6056754216267879,32.69905007846752,0.40653080432705546,1.832489494029293,158860897773454.1,False,False,False,True
290,290,-1,1,0,67,205,18,65,52,-0.47586206896551725,0.04482758620689655,-0.9019505538608179,0.6085062023940639,33.09651278679489,0.40577739664820844,1.8376842191402787,236392053626609.78,False,False,False,True
291,291,1,0,1,68,205,18,66,52,-0.47079037800687284,0.048109965635738834,-0.9001088942925026,0.7016278863640006,32.42428452159684,0.4065253890356059,2.017033537728336,120694602122775.94,False,False,False,True
292,292,-1,1,0,68,206,18,66,52,-0.4726027397260274,0.04794520547945205,-0.9019637123742492,0.7047106186307519,32.81992019807126,0.40577205725601384,2.0232611061293997,179271081516936.28,False,False,False,True
293,293,1,0,1,69,206,18,67,52,-0.46757679180887374,0.051194539249146756,-0.9001222114243586,0.8057212412800658,32.15313225879904,0.406519975319445,2.2383102785582407,92029680842328.84,False,False,False,True
294,294,-1,1,0,69,207,18,67,52,-0.46938775510204084,0.05102040816326531,-0.9019768672846862,0.8090699785116278,32.5470667868383,0.40576671939605247,2.2458183557964064,136461929492877.9,False,False,False,True
295,295,-1,1,0,69,208,18,67,52,-0.4711864406779661,0.05084745762711865,-0.903821606504891,0.8124274347906062,32.94185808506633,0.4050188756149854,2.2533712649225848,202519660179030.47,False,False,False,True
